tooltip_id,label,object,property
"chute-dpy-plt-cvr","Remove Cover","chute-dpy-plt-cvr","/sim/model/panel/cover/chute-dpy-plt-cvr"
"chute-jett-cmd-cvr","Remove Cover","chute-jett-cmd-cvr","/sim/model/panel/cover/chute-jett-cmd-cvr"
"button_bf_plt","Body Flap Mode","button_light_bf_man_plt","/controls/shuttle/button_bf_plt-ss"
"button_sb_plt","Speed Brake Mode","button_light_sb_man_plt","/controls/shuttle/button_sb_plt-ss"
"button_pitch_plt_plt","CSS Pitch: %s","button_light_pitch_css_plt","/controls/shuttle/button_pitch_css_plt-ss"
"button_pitch_auto_plt","Auto Pitch: %s","button_light_pitch_auto_plt","/controls/shuttle/button_pitch_auto_plt-ss"
"button_roll-yaw_css_plt","CSS Roll/Yaw: %s","button_light_roll-yaw_css_plt","/controls/shuttle/button_roll-yaw_css_plt-ss"
"button_roll-yaw_auto_plt","Auto Roll/Yaw: %s","button_light_roll-yaw_auto_plt","/controls/shuttle/button_roll-yaw_auto_plt-ss"
"button_chute_jett_plt","Jettison Drag Chute","button_light_chute_jett_plt","/controls/shuttle/button_chute_jett_plt-ss"
"master-alarm-plt","Press to Turn off Alarm","button_master-alarm_plt","/controls/shuttle/button_master-alarm_plt-ss"
"chute-jett-plt-cvr","Remove Cover","chute-jett-plt-cvr","/sim/model/panel/cover/chute-jett-plt-cvr"
"bfc-engage","BFC Disengage: %s","bfc-engage","/fdm/jsbsim/systems/dps/bfs/disengage-switch"
"f6-att-ref","Attitude Reference","f6-att-ref","/fdm/jsbsim/systems/adi/att-ref-for-ss"
"adi-att-cmd","ADI Attitude: %s","adi-att-cmd","/fdm/jsbsim/systems/adi/attitude-select"
"adi-error-cmd","ADI Error Range Select: %s","adi-error-cmd","/fdm/jsbsim/systems/adi/error-range-select"
"adi-rate-cmd","ADI Rate Range Select: %s","adi-rate-cmd","/fdm/jsbsim/systems/adi/rate-range-select"
"button_landing_gear_arm_cmd","Arm Gear","button_light_landing_gear_arm_cmd","/controls/shuttle/button_landing_gear_arm_cmd-ss"
"button_landing_gear_down_cmd","Deploy Gear","button_light_landing_gear_down_cmd","/controls/shuttle/button_landing_gear_down_cmd-ss"
"abort-mode","Abort Mode: %s","abort-mode-switch","/fdm/jsbsim/systems/abort/abort-mode-switch"
"abort_cmd","Press to Abort","indicator_light_abort","/fdm/jsbsim/systems/abort/abort-cmd-ss"
"rdr-altm-cmd","Radar Altimeter: %s","rdr-altm-cmd","/fdm/jsbsim/systems/navigation/rdr-altm"
"flt-ctrl-pwr-cmd","Flight Controller Power: %s","flt-ctrl-pwr-cmd","/fdm/jsbsim/fcs/controller-power-cdr"
"hsi-source-select-cmd","HSI Source Select: %s","hsi-source-select-cmd","/fdm/jsbsim/systems/adi/hsi-source-select"
"hsi-unit-select-cmd","HSI Unit Select: %s","hsi-unit-select-cmd","/fdm/jsbsim/systems/adi/hsi-unit-select"
"air-data-select-cmd","Air Data Select: %s","air-data-cmd","/fdm/jsbsim/systems/adi/air-data-select"
"Hud-cover-cmd","Remove Cover","Hud-cmd","/controls/shuttle/Hud-cover-cmd-show"
"landing-gear-arm-cmd-cvr","Remove Cover","landing-gear-arm-cmd-cvr","/sim/model/panel/cover/landing-gear-arm-cmd-cvr"
"landing-gear-down-cmd-cvr","Remove Cover","landing-gear-down-cmd-cvr","/sim/model/panel/cover/landing-gear-down-cmd-cvr"
"landing-gear-arm-cmd-cvr","Remove Cover","landing-gear-arm-cmd-cvr","/sim/model/panel/cover/landing-gear-arm-cmd-cvr"
"bfc-engage-cvr","Open Cover","bfc-engage-cvr","/sim/model/panel/cover/bfc-engage-cvr"
"hsi-mode-select-cmd","HSI Mode Select: %s","hsi-mode-select-cmd","/fdm/jsbsim/systems/adi/hsi-mode-select"
"f8-att-ref","Attitude Reference","f8-att-ref","/fdm/jsbsim/systems/adi/att-ref-ss"
"adi-att-plt","ADI Attitude: %s","adi-att-plt","/fdm/jsbsim/systems/adi/attitude-select"
"adi-error-plt","ADI Error Range Select: %s","adi-error-plt","/fdm/jsbsim/systems/adi/error-range-select"
"adi-rate-plt","ADI Rate Range Select: %s","adi-rate-plt","/fdm/jsbsim/systems/adi/rate-range-select"
"button_landing_gear_arm_plt","Arm Gear","button_light_landing_gear_arm_plt","/controls/shuttle/button_landing_gear_arm_plt-ss"
"button_landing_gear_down_plt","Deploy Gear","button_light_landing_gear_down_plt","/controls/shuttle/button_landing_gear_down_plt-ss"
"rdr-altm-plt","Radar Altimeter: %s","rdr-altm-plt","/fdm/jsbsim/systems/navigation/rdr-altm"
"flt-ctrl-pwr-plt","Flight Controller Power: %s","flt-ctrl-pwr-plt","/fdm/jsbsim/fcs/controller-power-plt"
"hsi-source-select-plt","HSI Source Select: %s","hsi-source-select-plt","/fdm/jsbsim/systems/adi/hsi-source-select"
"hsi-unit-select-plt","HSI Unit Select: %s","hsi-unit-select-plt","/fdm/jsbsim/systems/adi/hsi-unit-select"
"air-data-select-plt","Air Data Select: %s","air-data-plt","/fdm/jsbsim/systems/adi/air-data-select"
"Hud-cover-plt","Remove Cover","Hud-plt","/controls/shuttle/Hud-cover-plt-show"
"landing-gear-arm-plt-cvr","Remove Cover","landing-gear-arm-plt-cvr","/sim/model/panel/cover/landing-gear-arm-plt-cvr"
"landing-gear-down-plt-cvr","Remove Cover","landing-gear-down-plt-cvr","/sim/model/panel/cover/landing-gear-down-plt-cvr"
"hsi-mode-select-plt","HSI Mode Select: %s","hsi-mode-select-plt","/fdm/jsbsim/systems/adi/hsi-mode-select"
"ac-dial","AC Selector: %s","ac-dial","/fdm/jsbsim/systems/electrical/gauges/ac-selector-knob"
"dc-dial","DC Selector: %s","dc-dial","/fdm/jsbsim/systems/electrical/gauges/dc-selector-knob"
"h2o-pump-l1","H2O Pump Loop 1: %s","h2o-pump-l1","/fdm/jsbsim/systems/atcs/water-pump-1-status"
"h2o-pump-l2","H2O Pump Loop 2: %s","h2o-pump-l2","/fdm/jsbsim/systems/atcs/water-pump-2-status"
"freon-pump-l1","Freon Pump Loop 1: %s","freon-pump-l1","/fdm/jsbsim/systems/atcs/freon-pump-1-status"
"freon-pump-l2","Freon Pump Loop 2: %s","freon-pump-l2","/fdm/jsbsim/systems/atcs/freon-pump-2-status"
"rad-out-temp","Radiator Out Temp: %s","rad-out-temp","/fdm/jsbsim/systems/atcs/out-temp-hi-status"
"rad-cont-loop1","Radiator Controller Loop 1: %s","rad-cont-loop1","/fdm/jsbsim/systems/atcs/rad-controller-1-status"
"rad-cont-loop2","Radiator Controller Loop 2: %s","rad-cont-loop2","/fdm/jsbsim/systems/atcs/rad-controller-2-status"
"rad-flow-bypass1","Radiator Flow 1: %s","rad-flow-bypass1","/fdm/jsbsim/systems/atcs/flow-bypass-1-status"
"rad-flow-bypass2","Radiator Flow 2: %s","rad-flow-bypass2","/fdm/jsbsim/systems/atcs/flow-bypass-2-status"
"flash-evap-cntrl-pria","Flash Evap Cntrl A: %s","flash-evap-cntrl-pria","/fdm/jsbsim/systems/atcs/fes-controller-A-status"
"flash-evap-cntrl-prib","Flash Evap Cntrl B: %s","flash-evap-cntrl-prib","/fdm/jsbsim/systems/atcs/fes-controller-B-status"
"flash-evap-cntrl-sec","Flash Evap Secondary: %s","flash-evap-cntrl-sec","/fdm/jsbsim/systems/atcs/fes-controller-sec-status"
"hi-load-evap-enable","Hi Load Evap: %s","hi-load-evap-enable","/fdm/jsbsim/systems/atcs/fes-hi-load-status"
"top-evap-heat-noz-l","Top Evap Heat Nozzle Left: %s","top-evap-heat-noz-l","/fdm/jsbsim/systems/atcs/fes-heater-left-status"
"top-evap-heat-noz-r","Top Evap Heat Nozzle Right: %s","top-evap-heat-noz-r","/fdm/jsbsim/systems/atcs/fes-heater-right-status"
"av-bay-1-fan-a","AV Bay 1 Fan A: %s","av-bay-1-fan-a","/fdm/jsbsim/systems/eclss/avbay[0]/fan-A-switch"
"av-bay-1-fan-b","AV Bay 1 Fan B: %s","av-bay-1-fan-b","/fdm/jsbsim/systems/eclss/avbay[0]/fan-B-switch"
"av-bay-2-fan-a","AV 2 Bay Fan A: %s","av-bay-2-fan-a","/fdm/jsbsim/systems/eclss/avbay[1]/fan-A-switch"
"av-bay-2-fan-b","AV Bay 2 Fan B: %s","av-bay-2-fan-b","/fdm/jsbsim/systems/eclss/avbay[1]/fan-B-switch"
"av-bay-3-fan-a","AV 3 Bay Fan A: %s","av-bay-3-fan-a","/fdm/jsbsim/systems/eclss/avbay[2]/fan-A-switch"
"av-bay-3-fan-b","AV Bay 3 Fan B: %s","av-bay-3-fan-b","/fdm/jsbsim/systems/eclss/avbay[2]/fan-B-switch"
"cabin-fan-a","Cabin Fan A: %s","cabin-fan-a","/fdm/jsbsim/systems/eclss/cabin/fan-A-switch"
"cabin-fan-b","Cabin Fan B: %s","cabin-fan-b","/fdm/jsbsim/systems/eclss/cabin/fan-B-switch"
"nh3-tk-a","NH3 Controller A: %s","nh3-tk-a","/fdm/jsbsim/systems/atcs/nh3-controller-A-switch"
"nh3-tk-b","NH3 Controller B: %s","nh3-tk-b","/fdm/jsbsim/systems/atcs/nh3-controller-B-switch"
"imu-fan-a","IMU Fan A: %s","imu-fan-a","/fdm/jsbsim/systems/eclss/avbay/imu-fan-A-switch"
"imu-fan-b","IMU Fan B: %s","imu-fan-b","/fdm/jsbsim/systems/eclss/avbay/imu-fan-B-switch"
"imu-fan-c","IMU Fan C: %s","imu-fan-c","/fdm/jsbsim/systems/eclss/avbay/imu-fan-C-switch"
"top-evap-heat","Topping Duct Heater: %s","top-evap-heat","/fdm/jsbsim/systems/atcs/topping-duct-heater-switch"
"hiload-evap-heat","Hi Load Heater: %s","hiload-evap-heat","/fdm/jsbsim/systems/atcs/hiload-duct-heater-switch"
"fire-sup-av-bay1","Fire Sup AV Bay 1: %s","fire-sup-av-bay1","/fdm/jsbsim/systems/fire-suppression/avbay-1-arm-switch"
"fire-sup-av-bay2","Fire Sup AV Bay 2: %s","fire-sup-av-bay2","/fdm/jsbsim/systems/fire-suppression/avbay-2-arm-switch"
"fire-sup-av-bay3","Fire Sup AV Bay 3: %s","fire-sup-av-bay3","/fdm/jsbsim/systems/fire-suppression/avbay-3-arm-switch"
"avbay-1-discharge","Discharge Fire Suppression AVBay 1","button_light_avbay-1-discharge","/controls/shuttle/button_fire_supp_avbay1-ss"
"avbay-2-discharge","Discharge Fire Suppression AVBay 2","button_light_avbay-2-discharge","/controls/shuttle/button_fire_supp_avbay2-ss"
"avbay-3-discharge","Discharge Fire Suppression AVBay 3","button_light_avbay-3-discharge","/controls/shuttle/button_fire_supp_avbay3-ss"
"sd-sensor-reset","Up to Reset","sd-sensor-reset","/fdm/jsbsim/systems/fire-suppression/sensor-reset-cmd"
"fs-bay1-safe-cvr","Remove Cover","fs-bay1-safe-cvr","/sim/model/panel/cover/fs-bay1-safe-cvr"
"fs-bay2-safe-cvr","Remove Cover","fs-bay2-safe-cvr","/sim/model/panel/cover/fs-bay2-safe-cvr"
"fs-bay3-safe-cvr","Remove Cover","fs-bay3-safe-cvr","/sim/model/panel/cover/fs-bay3-safe-cvr"
"flow-prop-vlv-loop1","Flow Prop Vlv Loop 1: %s","flow-prop-vlv-loop1","/fdm/jsbsim/systems/dummy/switch/flow-prop-vlv-loop1"
"flow-prop-vlv-loop2","Flow Prop Vlv Loop 2: %s","flow-prop-vlv-loop2","/fdm/jsbsim/systems/dummy/switch/flow-prop-vlv-loop2"
"sd-circuit-test","SDetect Circuit Test: %s","sd-circuit-test","/fdm/jsbsim/systems/dummy/switch/sd-circuit-test"
"remove-covers","Remove Cover","nh3-cntrl-tkb-cvr","/sim/model/panel/cover/L1-covers-visible"
"cabin-vent-valve","Cabin Vent Valve: %s","cabin-vent-valve","/fdm/jsbsim/systems/eclss/cabin/vent-valve"
"cabin-vent-isol-valve","Cabin Vent ISOL Valve: %s","cabin-vent-isol-valve","/fdm/jsbsim/systems/eclss/cabin/vent-isolation-valve"
"entry-mode","Entry Mode: %s","entry-mode","/fdm/jsbsim/systems/fcs/entry-mode-switch"
"o2-supply-sys1-valve","O2 Supply Sys1 Valve: %s","o2-supply-sys1-valve","/fdm/jsbsim/systems/eclss/oxygen/sys1-o2-supply-valve-status"
"o2-supply-sys2-valve","O2 Supply Sys2 Valve: %s","o2-supply-sys2-valve","/fdm/jsbsim/systems/eclss/oxygen/sys2-o2-supply-valve-status"
"o2-xovr-sys1-valve","O2 XOVR Sys1 Valve: %s","o2-xovr-sys1-valve","/fdm/jsbsim/systems/eclss/oxygen/sys1-o2-xovr-valve-status"
"o2-xovr-sys2-valve","O2 XOVR Sys2 Valve: %s","o2-xovr-sys2-valve","/fdm/jsbsim/systems/eclss/oxygen/sys2-o2-xovr-valve-status"
"n2-supply-sys1-valve","N2 Supply Sys1 Valve: %s","n2-supply-sys1-valve","/fdm/jsbsim/systems/eclss/nitrogen/sys1-n2-supply-valve-status"
"n2-supply-sys2-valve","N2 Supply Sys2 Valve: %s","n2-supply-sys2-valve","/fdm/jsbsim/systems/eclss/nitrogen/sys2-n2-supply-valve-status"
"n2-reg-inlet-sys1-valve","N2 Reg Inlet Sys1 Valve: %s","n2-reg-inlet-sys1-valve","/fdm/jsbsim/systems/eclss/nitrogen/sys1-n2-reg-inlet-valve-status"
"n2-reg-inlet-sys2-valve","N2 Reg Inlet Sys2 Valve: %s","n2-reg-inlet-sys2-valve","/fdm/jsbsim/systems/eclss/nitrogen/sys2-n2-reg-inlet-valve-status"
"o2-n2-control-sys1-valve","O2 N2 Control Sys1 Valve: %s","o2-n2-control-sys1-valve","/fdm/jsbsim/systems/eclss/nitrogen/sys1-o2-n2-cntrl-valve-status"
"o2-n2-control-sys2-valve","O2 N2 Control Sys2 Valve: %s","o2-n2-control-sys2-valve","/fdm/jsbsim/systems/eclss/nitrogen/sys2-o2-n2-cntrl-valve-status"
"feedline-htr-a","Flash Evaporator Feedline Heater A: %s","feedline-htr-a","/fdm/jsbsim/systems/atcs/fes-fdln-A-heater-status"
"feedline-htr-b","Flash Evaporator Feedline Heater B: %s","feedline-htr-b","/fdm/jsbsim/systems/atcs/fes-fdln-B-heater-status"
"fc0-valve","FC1 Reactant Valve: %s","fc0-valve","/fdm/jsbsim/systems/electrical/fc/reactant-valve-status-pos"
"fc1-valve","FC2 Reactant Valve: %s","fc1-valve","/fdm/jsbsim/systems/electrical/fc[1]/reactant-valve-status-pos"
"fc2-valve","FC3 Reactant Valve: %s","fc2-valve","/fdm/jsbsim/systems/electrical/fc[2]/reactant-valve-status-pos"
"fc0-start-cmd","FC1 Start/Stop: %s","fc0-start-cmd","/fdm/jsbsim/systems/electrical/fc/fc-start-cmd-pos"
"fc1-start-cmd","FC2 Start/Stop: %s","fc1-start-cmd","/fdm/jsbsim/systems/electrical/fc[1]/fc-start-cmd-pos"
"fc2-start-cmd","FC3 Start/Stop: %s","fc2-start-cmd","/fdm/jsbsim/systems/electrical/fc[2]/fc-start-cmd-pos"
"fc0-connector","FC Main Bus A: %s","fc0-connector","/fdm/jsbsim/systems/electrical/fc/bus-connector-status-pos"
"fc1-connector","FC Main Bus B: %s","fc1-connector","/fdm/jsbsim/systems/electrical/fc[1]/bus-connector-status-pos"
"fc2-connector","FC Main Bus C: %s","fc2-connector","/fdm/jsbsim/systems/electrical/fc[2]/bus-connector-status-pos"
"tie0-switch","Main Bus Tie A: %s","tie0-switch","/fdm/jsbsim/systems/electrical/bus/tie-switch-pos"
"tie1-switch","Main Bus Tie B: %s","tie1-switch","/fdm/jsbsim/systems/electrical/bus[1]/tie-switch-pos"
"tie2-switch","Main Bus Tie C: %s","tie2-switch","/fdm/jsbsim/systems/electrical/bus[2]/tie-switch-pos"
"inverter0-power-switch","AC Inverter Power 1: %s","inverter0-power-switch","/fdm/jsbsim/systems/electrical/ac/inverter-power-switch-pos"
"inverter1-power-switch","AC Inverter Power 2: %s","inverter1-power-switch","/fdm/jsbsim/systems/electrical/ac[1]/inverter-power-switch-pos"
"inverter2-power-switch","AC Inverter Power 3: %s","inverter2-power-switch","/fdm/jsbsim/systems/electrical/ac[2]/inverter-power-switch-pos"
"inv0-ac-switch","Inverter AC Bus 1: %s","inv0-ac-switch","/fdm/jsbsim/systems/electrical/ac/inv-ac-switch-pos"
"inv1-ac-switch","Inverter AC Bus 2: %s","inv1-ac-switch","/fdm/jsbsim/systems/electrical/ac[1]/inv-ac-switch-pos"
"inv2-ac-switch","Inverter AC Bus 3: %s","inv2-ac-switch","/fdm/jsbsim/systems/electrical/ac[2]/inv-ac-switch-pos"
"ac-bus-snsr1","AC Bus SNSR 1: %s","ac-bus-snsr1","/fdm/jsbsim/systems/electrical/ac/ac-bus-snsr"
"ac-bus-snsr2","AC Bus SNSR 2: %s","ac-bus-snsr2","/fdm/jsbsim/systems/electrical/ac[1]/ac-bus-snsr"
"ac-bus-snsr3","AC Bus SNSR 3: %s","ac-bus-snsr3","/fdm/jsbsim/systems/electrical/ac[2]/ac-bus-snsr"
"cont-bus-pwr-mn-a","Control Bus Pwr MN A: %s","cont-bus-pwr-mn-a","/fdm/jsbsim/systems/dummy/switch/cont-bus-pwr-mn-a"
"cont-bus-pwr-mn-b","Control Bus Pwr MN B: %s","cont-bus-pwr-mn-b","/fdm/jsbsim/systems/dummy/switch/cont-bus-pwr-mn-b"
"cont-bus-pwr-mn-c","Control Bus Pwr MN C: %s","cont-bus-pwr-mn-c","/fdm/jsbsim/systems/dummy/switch/cont-bus-pwr-mn-c"
"ac-cont-1a","AC Controller 1a DUMMY: %s","ac-cont-1a","/fdm/jsbsim/systems/electrical/ac/ac-cont-1a"
"ac-cont-1b","AC Controller 1b DUMMY: %s","ac-cont-1b","/fdm/jsbsim/systems/electrical/ac/ac-cont-1b"
"ac-cont-1c","AC Controller 1c DUMMY: %s","ac-cont-1c","/fdm/jsbsim/systems/electrical/ac/ac-cont-1c"
"ac-cont-2a","AC Controller 2a DUMMY: %s","ac-cont-2a","/fdm/jsbsim/systems/electrical/ac[1]/ac-cont-2a"
"ac-cont-2b","AC Controller 2b DUMMY: %s","ac-cont-2b","/fdm/jsbsim/systems/electrical/ac[1]/ac-cont-2b"
"ac-cont-2c","AC Controller 2c DUMMY: %s","ac-cont-2c","/fdm/jsbsim/systems/electrical/ac[1]/ac-cont-2c"
"ac-cont-3a","AC Controller 3a DUMMY: %s","ac-cont-3a","/fdm/jsbsim/systems/electrical/ac[2]/ac-cont-3a"
"ac-cont-3b","AC Controller 3b DUMMY: %s","ac-cont-3b","/fdm/jsbsim/systems/electrical/ac[2]/ac-cont-3b"
"ac-cont-3c","AC Controller 3c DUMMY: %s","ac-cont-3c","/fdm/jsbsim/systems/electrical/ac[2]/ac-cont-3c"
"ess-bus-src-fc1","ESS Bus Source FC1: %s","ess-bus-src-fc1","/fdm/jsbsim/systems/electrical/ess/ess-power-fc-switch"
"ess-bus-src-fc2","ESS Bus Source FC2: %s","ess-bus-src-fc2","/fdm/jsbsim/systems/electrical/ess[1]/ess-power-fc-switch"
"ess-bus-src-fc3","ESS Bus Source FC3: %s","ess-bus-src-fc3","/fdm/jsbsim/systems/electrical/ess[2]/ess-power-fc-switch"
"ess-bus-src-mn-bc","ESS Bus Source MN BC: %s","ess-bus-src-mn-bc","/fdm/jsbsim/systems/electrical/ess/ess-power-buses-switch"
"ess-bus-src-mn-ca","ESS Bus Source MN CA: %s","ess-bus-src-mn-ca","/fdm/jsbsim/systems/electrical/ess[1]/ess-power-buses-switch"
"ess-bus-src-mn-ab","ESS Bus Source MN AB: %s","ess-bus-src-mn-ab","/fdm/jsbsim/systems/electrical/ess[2]/ess-power-buses-switch"
"h2-man-valve-1","H2 Manifold Valve 1: %s","h2-man-valve-1","/fdm/jsbsim/systems/dummy/R1-panel-dummy/h2-man-valve-1-pos"
"h2-man-valve-2","H2 Manifold Valve 2: %s","h2-man-valve-2","/fdm/jsbsim/systems/dummy/R1-panel-dummy/h2-man-valve-2-pos"
"h2-tank1a-heat","H2 Tank 1A Heater: %s","h2-tank1a-heat","/fdm/jsbsim/systems/dummy/switch/h2-tank1a-heat"
"h2-tank1b-heat","H2 Tank 1B Heater: %s","h2-tank1b-heat","/fdm/jsbsim/systems/dummy/switch/h2-tank1b-heat"
"h2-tank2a-heat","H2 Tank 2A Heater: %s","h2-tank2a-heat","/fdm/jsbsim/systems/dummy/switch/h2-tank2a-heat"
"h2-tank2b-heat","H2 Tank 2B Heater: %s","h2-tank2b-heat","/fdm/jsbsim/systems/dummy/switch/h2-tank2b-heat"
"h2-tank3a-heat","H2 Tank 3A Heater: %s","h2-tank3a-heat","/fdm/jsbsim/systems/dummy/switch/h2-tank3a-heat"
"h2-tank3b-heat","H2 Tank 3B Heater: %s","h2-tank3b-heat","/fdm/jsbsim/systems/dummy/switch/h2-tank3b-heat"
"o2-man-valve-1","O2 Manifold Valve 1: %s","o2-man-valve-1","/fdm/jsbsim/systems/dummy/R1-panel-dummy/o2-man-valve-1-pos"
"o2-man-valve-2","O2 Manifold Valve 2: %s","o2-man-valve-2","/fdm/jsbsim/systems/dummy/R1-panel-dummy/o2-man-valve-2-pos"
"o2-tank1a-heat","O2 Tank 1A Heater: %s","o2-tank1a-heat","/fdm/jsbsim/systems/dummy/switch/o2-tank1a-heat"
"o2-tank1b-heat","O2 Tank 1B Heater: %s","o2-tank1b-heat","/fdm/jsbsim/systems/dummy/switch/o2-tank1b-heat"
"o2-tank2a-heat","O2 Tank 2A Heater: %s","o2-tank2a-heat","/fdm/jsbsim/systems/dummy/switch/o2-tank2a-heat"
"o2-tank2b-heat","O2 Tank 2B Heater: %s","o2-tank2b-heat","/fdm/jsbsim/systems/dummy/switch/o2-tank2b-heat"
"o2-tank3a-heat","O2 Tank 3A Heater: %s","o2-tank3a-heat","/fdm/jsbsim/systems/dummy/switch/o2-tank3a-heat"
"o2-tank3b-heat","O2 Tank 3B Heater: %s","o2-tank3b-heat","/fdm/jsbsim/systems/dummy/switch/o2-tank3b-heat"
"o2-tank1-r-t","O2 Tank 1 Reset/Test: %s","o2-tank1-r-t","/fdm/jsbsim/systems/dummy/switch/o2-tank1-r-t"
"o2-tank2-r-t","O2 Tank 2 Reset/Test: %s","o2-tank2-r-t","/fdm/jsbsim/systems/dummy/switch/o2-tank2-r-t"
"o2-tank3-r-t","O2 Tank 3 Reset/Test: %s","o2-tank3-r-t","/fdm/jsbsim/systems/dummy/switch/o2-tank3-r-t"
"pl-aft-mn-b","Payload AFT MN B: %s","pl-aft-mn-b","/fdm/jsbsim/systems/dummy/switch/pl-aft-mn-b"
"pl-aft-mn-c","Payload AFT MN C: %s","pl-aft-mn-c","/fdm/jsbsim/systems/dummy/switch/pl-aft-mn-c"
"pl-aux","Payload AUX: %s","pl-aux","/fdm/jsbsim/systems/dummy/switch/pl-aux"
"pl-cabin","Payload Cabin: %s","pl-cabin","/fdm/jsbsim/systems/dummy/switch/pl-cabin"
"pl-pri-fc3","Payload Primary FC3: %s","pl-pri-fc3","/fdm/jsbsim/systems/dummy/R1-panel-dummy/pl-pri-fc3-pos"
"pl-pri-mn-b","Payload Primary MN B: %s","pl-pri-mn-b","/fdm/jsbsim/systems/dummy/R1-panel-dummy/pl-pri-mn-b-pos"
"pl-pri-mn-c","Payload Primary MN C: %s","pl-pri-mn-c","/fdm/jsbsim/systems/dummy/R1-panel-dummy/pl-pri-mn-c-pos"
"remove-covers","Remove Cover","o2-tk3-heat-b-cvr","/sim/model/panel/cover/R1-covers-visible"
"prplt-dump-seq-start","Prplt Dump Seq: %s","prplt-dump-seq-start","/fdm/jsbsim/systems/mps/propellant-dump-cmd"
"prplt-dump-bkup-lh2-vlv","Backup LH2 Valve: %s","prplt-dump-bkup-lh2-vlv","/fdm/jsbsim/systems/mps/backup-LH2-valve-status"
"ctrl-pwr-sys-a-ac2-left","Sys A AC2 (Left): %s","ctrl-pwr-sys-a-ac2-left","/fdm/jsbsim/systems/mps/engine/controller-A-power-switch-status"
"ctrl-pwr-sys-a-ac1-ctr","Sys A AC1 (Ctr): %s","ctrl-pwr-sys-a-ac1-ctr","/fdm/jsbsim/systems/mps/engine[2]/controller-A-power-switch-status"
"ctrl-pwr-sys-a-ac3-right","Sys A AC3 (Right): %s","ctrl-pwr-sys-a-ac3-right","/fdm/jsbsim/systems/mps/engine[1]/controller-A-power-switch-status"
"ctrl-pwr-sys-b-ac3-left","Sys B AC3 (Left): %s","ctrl-pwr-sys-b-ac3-left","/fdm/jsbsim/systems/mps/engine/controller-B-power-switch-status"
"ctrl-pwr-sys-b-ac2-ctr","Sys B AC2 (Ctr): %s","ctrl-pwr-sys-b-ac2-ctr","/fdm/jsbsim/systems/mps/engine[2]/controller-B-power-switch-status"
"ctrl-pwr-sys-b-ac1-right","Sys B AC1 (Right): %s","ctrl-pwr-sys-b-ac1-right","/fdm/jsbsim/systems/mps/engine[1]/controller-B-power-switch-status"
"he-isol-a-left","He Isolation Valve A (Left): %s","he-isol-a-left","/fdm/jsbsim/systems/mps/engine/helium-isolation-valve-A-status"
"he-isol-a-ctr","He Isolation Valve A (Center): %s","he-isol-a-ctr","/fdm/jsbsim/systems/mps/engine[2]/helium-isolation-valve-A-status"
"he-isol-a-right","He Isolation Valve A (Right): %s","he-isol-a-right","/fdm/jsbsim/systems/mps/engine[1]/helium-isolation-valve-A-status"
"he-isol-b-left","He Isolation Valve B (Left): %s","he-isol-b-left","/fdm/jsbsim/systems/mps/engine/helium-isolation-valve-B-status"
"he-isol-b-ctr","He Isolation Valve B (Center): %s","he-isol-b-ctr","/fdm/jsbsim/systems/mps/engine[2]/helium-isolation-valve-B-status"
"he-isol-b-right","He Isolation Valve B (Right): %s","he-isol-b-right","/fdm/jsbsim/systems/mps/engine[1]/helium-isolation-valve-B-status"
"he-xovr","He XOVR: %s","he-xovr","/fdm/jsbsim/systems/mps/helium-isolation-valve-Px-status"
"he-isol","He Isolation: %s","he-isol","/fdm/jsbsim/systems/mps/helium-isolation-valve-P-status"
"he-inter-cnct-left","He Interconnect (Left): %s","he-inter-cnct-left","/fdm/jsbsim/systems/mps/engine[0]/helium-interconnect-valve-status"
"he-inter-cnct-ctr","He Interconnect (Center): %s","he-inter-cnct-ctr","/fdm/jsbsim/systems/mps/engine[2]/helium-interconnect-valve-status"
"he-inter-cnct-right","He Interconnect (Right): %s","he-inter-cnct-right","/fdm/jsbsim/systems/mps/engine[1]/helium-interconnect-valve-status"
"apu-operate-1","APU Operate(Left): %s","apu-operate-1","/fdm/jsbsim/systems/apu/apu/apu-operate"
"apu-operate-2","APU Operate(Center): %s","apu-operate-2","/fdm/jsbsim/systems/apu/apu[1]/apu-operate"
"apu-operate-3","APU Operate(Right): %s","apu-operate-3","/fdm/jsbsim/systems/apu/apu[2]/apu-operate"
"apu-speed-sel-1","APU Speed Select 1: %s","apu-speed-sel-1","/fdm/jsbsim/systems/apu/apu/apu-speed-select"
"apu-speed-sel-2","APU Speed Select 2: %s","apu-speed-sel-2","/fdm/jsbsim/systems/apu/apu[1]/apu-speed-select"
"apu-speed-sel-3","APU Speed Select 3: %s","apu-speed-sel-3","/fdm/jsbsim/systems/apu/apu[2]/apu-speed-select"
"hyd-main-pump-press-1","Hydraulic Pressure Select 1: %s","hyd-main-pump-press-1","/fdm/jsbsim/systems/apu/apu/hyd-pump-pressure-select"
"hyd-main-pump-press-2","Hydraulic Pressure Select 2: %s","hyd-main-pump-press-2","/fdm/jsbsim/systems/apu/apu[1]/hyd-pump-pressure-select"
"hyd-main-pump-press-3","Hydraulic Pressure Select 3: %s","hyd-main-pump-press-3","/fdm/jsbsim/systems/apu/apu[2]/hyd-pump-pressure-select"
